"__DOOR_ALARM_TEXT_2";"Lorem Ipsum";"L’alarme de porte sans fil fonctionne donc comme un détecteur d’ouverture. Son capteur de mouvement ultra sensible détecte l’ouverture soudaine d’une porte ou d’une fenêtre de la maison. 
Certains détecteurs d’alarmes de porte peuvent même détecter une faible vibration qui signale une tentative d’ouverture. L’alarme est donc donnée en amont de l’intrusion elle-même et fait fuir le cambrioleur avant même son entrée dans la maison. 

L’alarme de porte connectée sans fil (via GSM ou wifi) :

* Vous alerte en temps réel via SMS ou notification smartphone ;
* L’app de l’alarme peut même vous permettre de vérifier à distance l’état ouvert ou fermé de chaque porte et fenêtre de la maison sur lesquelles un détecteur d’ouverture est installé ;
* En cas de tentative d’intrusion et d’ouverture forcée, le détecteur d’ouverture sans fil déclenche la sirène d’alarme ;
* Vous pouvez, à distance, décider vous-même de déclencher la sirène d’alarme ou de l’arrêter. "
"__DOOR_ALARM_H2_3";"Lorem Ipsum";"L’alarme de porte, un produit de sécurité accessible"
"__DOOR_ALARM_TEXT_3";"Lorem Ipsum";"Incluse dans un kit de sécurité complet ou non, l’alarme de porte assure la protection de la maison à prix abordable. 

Avant de passer à l’achat, réfléchissez au type de système de sécurité que vous souhaitez installer, sans fil, connecté, via GSM ou via le wifi de la maison, avec un contrôle à distance via une app et/ou une télécommande sur place… Les critères sont multiples !"
"__DOOR_ALARM_INFO_3";"Lorem Ipsum";"Nos détecteurs d’ouverture sans fil connectés communiquent avec notre caméra intérieure et la sirène d’alarme. Ils forment ainsi un système de sécurité intelligent, ultra sensible et pilotable à distance depuis votre smartphone. "
"__EXTERNAL_ALARM_TITLE";"Lorem Ipsum";"Comment choisir l’alarme extérieure de votre maison ? "
"__EXTERNAL_ALARM_INTRO";"Lorem Ipsum";"S’équiper d’un système d’alarme extérieur, c’est pouvoir déclencher la sirène d’alarme avant même l’intrusion dans votre maison. C’est-à-dire surveiller l’extérieur pour renforcer la protection et la sécurité de l’intérieur ! Quel kit d’alarme choisir ? Pour quel type de détecteur opter ? Avec ou sans caméra de surveillance ? Alarme sans fil ou filaire ? Infrarouge ou non ? Avec Netatmo, posez-vous les bonnes questions pour choisir un système d’alarme extérieur adapté. "
"__EXTERNAL_ALARM_H2_1";"Lorem Ipsum";"Anticiper l’installation des détecteurs et accessoires de l’alarme extérieure"
"__EXTERNAL_ALARM_TEXT_1";"Lorem Ipsum";"Qui dit système d’alarme extérieur dit… extérieur ! Les occupants d’un appartement ne pourront pas placer un détecteur de mouvement ou une caméra de surveillance en guise de protection sur leur palier s’ils veulent rester en bons termes avec le voisinage. L’alarme extérieure et sa sirène d’alerte s’adressent donc aux habitants d’une maison.

Pour dissuader l’intrusion, voici de possibles endroits stratégiques d’installation de vos détecteurs de mouvement, caméra ou éclairage automatique : portail, allée, porte d’entrée, façade, ouverture de la maison. "
"__EXTERNAL_ALARM_INFO_1";"Lorem Ipsum";"Si vous décidez d’ajouter une caméra de surveillance à votre kit d’alarme, attention où vous l’installez et à la portée vidéo du produit. En France, il est interdit de filmer la voie publique, même juste devant votre maison. 
 
Les systèmes d’alarme extérieurs sont généralement conçus sans fil : une simple question de facilité d’installation du produit et de flexibilité du système de sécurité. Et des systèmes infrarouges, car votre sécurité est tout aussi importante de nuit !"
"__EXTERNAL_ALARM_H2_2";"Lorem Ipsum";"Bien choisir les accessoires de votre kit de sécurité extérieur"
"__EXTERNAL_ALARM_TEXT_2";"Lorem Ipsum";"Prêtez attention aux fonctionnalités offertes par chaque produit du pack de sécurité :

* la centrale d’alarme (type de commande, avec ou sans télécommande, type de connexion - sans fil gsm ou Internet) ;
* le volume sonore de la sirène d’alarme, le mode d’activation et de désactivation de l’alarme ;
* les détecteurs de mouvement, leur nombre et leur sensibilité ;
* le mode de détection (détecteur périmétrique ou détecteur volumétrique) ;
* la portée en mètres de la caméra de surveillance ;
* la fonction infrarouge des détecteurs comme de la caméra ;
* l’alimentation des accessoires, en particulier pour un système d’alarme sans fil (piles, secteur, batterie). "
"__EXTERNAL_ALARM_H2_3";"Lorem Ipsum";"Identifier les fonctionnalités intelligentes des alarmes extérieures "
"__EXTERNAL_ALARM_TEXT_3";"Lorem Ipsum";"Tant qu’à équiper votre maison d’un système de sécurité, autant bénéficier des alarmes intelligentes dernière génération, pensées pour vous simplifier la vie. 

Voici quelques unes des fonctionnalités intelligentes les plus prisées en matière de smart sécurité et d’alarme extérieure pour la maison :

* La sonnette vidéo connectée, qui vous permet de répondre même quand vous n’êtes pas à la maison, et qui sert à la fois de caméra infrarouge, de détecteur et d’alarme ;
* La caméra de surveillance extérieure, qui fonctionne aussi comme éclairage automatique en mode détection de présence ;
* Les détecteurs de mouvement et caméras capables de faire la distinction entre un mouvement anodin, le mouvement d’animaux ou le mouvement d’un être humain ;
* La sirène d’alarme, activable ou se désactivable à distance depuis votre smartphone ;
* La centrale d’alarme, qui vous alerte en temps réel sur votre portable vidéo à l’appui ;
* Sans compter une conception produit compatible avec d’autres objets connectés, qu’il s’agisse de la sécurité de la maison ou non. "
"__FAKE_ALARM_TITLE";"Lorem Ipsum";"Pour ou contre une alarme factice chez soi ? "
"__FAKE_ALARM_INTRO";"Lorem Ipsum";"Vous avez un doute sur la sécurité de votre maison (ou de votre voiture) mais pas envie d’investir dans un vrai système d’alarme avec sirène et caméra ? Certaines personnes se tournent vers l’alarme factice pour la protection de leur maison. Une fausse surveillance dans l’espoir d’une vraie dissuasion ! Alors, bonne ou mauvaise idée le système d’alarme factice à la maison ? "
"__FAKE_ALARM_H2_1";"Lorem Ipsum";"Une alarme factice, c’est…"
"__FAKE_ALARM_TEXT_1";"Lorem Ipsum";"* Un produit de sécurité qui a l’apparence d’une alarme mais qui ne fonctionne pas, comme un jouet ! ;
* Ce système d’alarme factice, comme un kit d’alarme classique, peut être composé de caméras de surveillance factices (sans prise de vidéo), d’une sirène d’alarme factice (sans alarme sonore) et/ou d’un détecteur de mouvement factice (sans capteur) ;
* Il s’agit de placer le dispositif d’alarme factice bien en vue des potentiels voleurs autour de la maison (ou dans la voiture) ;
* Ce faux système de sécurité est conçu pour faire illusion grâce à une lumière LED clignotante ou un voyant rouge allumé (fonctionnement solaire ou à piles), voire un fil de branchement factice ;
* Un système d’alarme factice peut être complété par un autocollant alarme (signalant la présence d’une sirène d’alarme ou d’un système d’alarme avec caméra de vidéo surveillance) pour renforcer l’effet dissuasif. 

Les alarmes factices sont donc composées d’au moins un boitier, si possible clignotant, posé à l’extérieur et/ou l’intérieur de la maison. Elles copient les différents accessoires d’un vrai système d’alarme maison et peuvent proposer toute une gamme de produits, de la simple alarme locale aux caméras dernier cri comme une caméra de surveillance dôme à vision infrarouge !"
"__FAKE_ALARM_H2_2";"Lorem Ipsum";"Un atout de l’alarme factice…"
"__FAKE_ALARM_TEXT_2";"Lorem Ipsum";"Les alarmes factices font partie des produits de sécurité dissuasifs. Comme le nom l’indique, ces produits sont là pour prévenir et non pas agir. Ces fausses alarmes ne possèdent donc aucune fonction de surveillance, d’alerte ou de réelle protection de la maison. 

Le principal avantage de l’alarme factice ? Certains voleurs pressés ou de simples intrus s’arrêteront peut-être à la vue du faux kit de sécurité (caméra, sirène ou détecteur) factice et éviteront votre maison. 

L’achat et la livraison de ces accessoires de sécurité factices se fait facilement via Internet, à des prix très bas… d’où le choix d’une alarme factice par certains à la place d’un système d’alarme maison bien réel ! "
"__FAKE_ALARM_H2_3";"Lorem Ipsum";"Contre plusieurs inconvénients de l’alarme factice "
"__FAKE_ALARM_TEXT_3";"Lorem Ipsum";"L’utilisation d’une alarme factice peut s’avérer totalement contre-productive et attirer les intrus.

Comment ? Si les voleurs repèrent que votre dispositif de sécurité est factice (ce qui n’est pas très compliqué pour des voleurs expérimentés), ils sauront immédiatement que votre maison ne bénéficie d’aucune surveillance ou protection, même si votre autocollant de vidéosurveillance ou de télésurveillance clame le contraire. 

Ce risque est d’autant plus élevé que la fabrication d’un kit d’alarme factice (justifiant son prix) est souvent reconnaissable par un œil expert. 

De plus, si votre alarme factice envoie le signal que la voie est libre et que les voleurs décident de cambrioler votre maison ou de fracturer votre voiture, vous ne serez ni protégé.e (aucune sirène d’alarme ne se déclenchera, aucune caméra ne filmera de vidéo) ni indemnisé.e par votre assurance. "
"__HOME_ALARM_GSM_TITLE";"Lorem Ipsum";"Pourquoi choisir (ou pas) une alarme maison GSM ? "
"__HOME_ALARM_GSM_INTRO";"Lorem Ipsum";"Le GSM d’alarme maison GSM signifie Global System for Mobile et désigne le réseau téléphonique mobile. Les détecteurs d’une alarme maison sans fil GSM transmettent ainsi les informations via un transmetteur GSM, c’est-à-dire une carte SIM ! Une technologie d’alarme sans fil à bien étudier avant de faire son choix de kit de sécurité pour la maison. Netatmo vous aide à vous faire un avis sur l’alarme maison gsm.  "
"__HOME_ALARM_GSM_H2_1";"Lorem Ipsum";"Alarme maison GSM : le système d’alarme sans fil à transmetteur téléphonique mobile"
"__HOME_ALARM_GSM_TEXT_1";"Lorem Ipsum";"L’alarme maison GSM est un système d’alarme dit sans fil :

* La centrale d’alarme et ses détecteurs de mouvement et d’ouverture communiquent via un réseau radio ;
* En cas d’alerte, la centrale d’alarme communique de la maison vers l’extérieur via le réseau téléphonique mobile. Comme votre téléphone portable, la centrale d’alarme GSM est donc équipée d’une carte SIM dédiée ;
* Centrale, sirène, détecteur, caméra : chaque produit du kit d’alarme maison GSM peut fonctionner sur piles ou batterie. 

**Les avantages de l’alarme maison GSM ?**

L’installation sans fil (les détecteurs peuvent être posés dans toutes les pièces de la maison facilement) et la fiabilité de l’alarme maison GSM. En effet le système d’alarme GSM ne peut pas être neutralisé en coupant l’alimentation électrique de la maison ou sa ligne téléphonique : la centrale d’alarme utilise le réseau mobile et les détecteurs un réseau radio. 

**Les inconvénients de l’alarme maison GSM ?**

L’utilisation de la carte SIM de l’alarme maison GSM s’apparente à un forfait téléphonique. Vous aurez donc souvent des frais d’abonnement en plus du prix du kit de sécurité. 
Sans compter l’utilisation par certains cambrioleurs d’un dispositif antibrouillage qui parasite le réseau téléphonique mobile et rend le système d’alarme vers l’extérieur inopérant. Seule la sirène d’alarme locale sera déclenchée par la centrale GSM. "
"__HOME_ALARM_GSM_INFO_1";"Lorem Ipsum";"Attention à ne pas confondre le produit alarme maison GSM avec le produit alarme maison RTC. Une centrale d’alarme RTC utilise le réseau téléphonique fixe."
"__HOME_ALARM_GSM_H2_2";"Lorem Ipsum";"Alarme maison GSM : la transmission de l’alerte"
"__HOME_ALARM_GSM_TEXT_2";"Lorem Ipsum";"Lorsque les détecteurs de mouvement ou détecteurs d’ouverture reliés à la centrale d’alarme sans fil gsm ont repéré une présence :

* La sirène d’alarme se déclenche ;
* La centrale d’alarme envoie une alerte via SMS ou message vocal sur le ou les numéros enregistrés dans le système de sécurité (cette alerte peut être envoyée à une société de télésurveillance si vous avez opté pour ce système d’appel). 

**L’avantage de l’alarme maison GSM ?**

Vous êtes tenu.e au courant à distance grâce au transmetteur téléphonique de la centrale d’alarme GSM, capable d’envoyer SMS et messages vocaux. 

**Les inconvénients de l’alarme maison GSM ?**

Si vous vous trouvez hors réseau mobile, vous ne serez pas prévenu.e  en temps réel par la centrale d’alarme GSM de la maison. 

Comme pour les alarmes sans fil connectées à Internet, il est possible d’activer ou désactiver la sirène de l’alarme GSM à distance via une application. Par contre, vous ne bénéficiez pas de l’agilité offerte par une alarme maison sans fil connectée (visionnage de la vidéo de l’intrusion en direct et à distance, possibilité de répondre à la sonnette depuis n’importe où).  "
"__HOME_ALARM_HOW_TO_CHOOSE_TITLE";"Lorem Ipsum";"Comment choisir son alarme pour la maison ? "
"__HOME_ALARM_HOW_TO_CHOOSE_INTRO";"Lorem Ipsum";"Acheter un système d’alarme pour la maison, oui… mais que choisir ? Netatmo vous aide à garder le fil de votre réflexion. Voici un petit comparatif sécurité de la maison pour bien choisir votre nouveau système d’alarme selon les fonctionnalités offertes.  "
"__HOME_ALARM_HOW_TO_CHOOSE_H2_1";"Lorem Ipsum";"Que choisir n°1 : quel type de logement habitez-vous ? "
"__HOME_ALARM_HOW_TO_CHOOSE_TEXT_1";"Lorem Ipsum";"Voici les deux premiers critères pour choisir votre système d’alarme maison :

* Maison ou appartement ? 

Si vous habitez une maison, pourquoi pas installer un système d’alarme intérieur et extérieur pour une parfaite sécurité. Sans oublier les étages, toute ouverture sur le toit ou encore le portail d’entrée. 

Si vous vivez en appartement, oubliez le système d’alarme et la sirène extérieurs – généralement interdits en immeuble ! Sauf, peut-être, dans le cas d’un rez-de-chaussée ouvert sur un espace extérieur. Dans ce cas, un bon système d’alarme inclura, comme pour une maison, des détecteurs d’ouverture et de mouvement adaptés. 

* Alarme sans fil ou alarme filaire ?

La grande majorité des systèmes d’alarme sont des alarmes sans fil, bien plus faciles d’installation. L’alarme filaire est envisageable… si votre maison est en construction ! Dans ce cas, chaque fil d’alarme peut être tiré directement dans les murs lors du chantier. "
"__HOME_ALARM_HOW_TO_CHOOSE_H2_2";"Lorem Ipsum";"Que choisir n°2 : quel niveau de protection du système d’alarme de la maison, quelle capacité à vous informer à distance ?"
"__HOME_ALARM_HOW_TO_CHOOSE_TEXT_2";"Lorem Ipsum";"* L’alarme autonome

L’alarme autonome, le système de sécurité de base, comprend une simple sirène d’alarme reliée à une centrale d’alarme. La sirène se déclenche automatiquement via un détecteur de mouvement ou d’ouverture : la détection puis l’alerte se font sans transmission d’information vers l’extérieur. 
Il s’agit d’un choix de système d’alarme « mécanique » pour la maison, sans pilotage à distance. 

Ce système d’alarme offre une protection de la maison simple (bruit de sirène d’alarme) en cas d’intrusion au domicile. 

* Le système d’alarme sans fil complet et communiquant

Les trois principaux systèmes d’alarme sans fil sont les suivants : 
* alarme sans fil GSM (la centrale d’alarme transmet l’alerte en utilisant le réseau mobile) ;
* alarme sans fil RTC (la centrale d’alarme utilise le réseau téléphonique fixe ou la box) ;
* alarme sans fil connectée (la centrale d’alarme ou les accessoires de sécurité communiquent via le wifi de la maison). 

Choisir ce type d’alarme pour la maison, cela signifie concrètement que votre système d’alarme est capable de vous informer où que vous soyez, vous et/ou une société de télésurveillance, en cas d’alerte ou d’intrusion (par SMS ou message vocal avec une alarme GSM ou une alarme RTC, par notification sur smartphone avec une alarme sans fil connectée à Internet). En parallèle, le système d’alarme déclenche la sirène d’alarme de façon classique. "
"__HOME_ALARM_HOW_TO_CHOOSE_H2_3";"Lorem Ipsum";"Que choisir n°3 : pourquoi pas un système d’alarme intelligent et modulable ? "
"__HOME_ALARM_HOW_TO_CHOOSE_TEXT_3";"Lorem Ipsum";"Choisir une alarme maison qui vous correspond, c’est aussi réfléchir au degré d’intelligence et de technologie embarquée de votre système d’alarme.

Un système d’alarme modulable (ou évolutif) vous permet d’ajouter des accessoires de sécurité selon vos besoins : nombre de détecteurs, type de caméra… "
"__HOME_ALARM_HOW_TO_CHOOSE_INFO_3";"Lorem Ipsum";"Ce type de système d’alarme intelligent vous offre la possibilité d’agir à distance via l’application smartphone du système de sécurité. Comme déclencher la sirène d’alarme ou visionner les images de la caméra de surveillance en temps réel et à distance. Vous pouvez même lier les produits de sécurité à la domotique de la maison."
"__HOME_ALARM_KIT _TITLE";"Lorem Ipsum";"Comment composer votre kit d’alarme maison ? "
"__HOME_ALARM_KIT _INTRO";"Lorem Ipsum";"Comment choisir un kit d’alarme adapté à votre maison ? Quels accessoires de sécurité (sirène, détecteur de mouvement, détecteur d’ouverture, caméra) installer ? Comment combiner la sécurité à l’installation et au contrôle faciles du système d’alarme ? Kit d’alarme maison avec ou sans fil, wifi ou gsm ? Netatmo vous aide à vous faire votre propre avis dans le domaine de la sécurité de la maison et à définir votre kit d’alarme de protection idéal anti cambriolage !"
"__HOME_ALARM_KIT _H2_1";"Lorem Ipsum";"Kit d’alarme maison : se poser les bonnes questions en amont"
"__HOME_ALARM_KIT _TEXT_1";"Lorem Ipsum";"Tapez « kit alarme maison » dans votre moteur de recherche : vous allez tomber sur une avalanche de sites proposant des systèmes d’alarmes. 
De la connectivité du kit d’alarme maison (alarme avec ou sans fil, alarme gsm ou wifi) au mode de livraison du kit d’alarme en passant par les prix, le niveau de protection des accessoires d’alarme ou encore la configuration de votre maison et des pièces à protéger par le système de sécurité… Pas facile de se faire un avis !

Voici quelques questions à vous poser:

* Les zones de protection offertes par le kit d’alarme maison

Vous habitez une maison ou un appartement ? Avez-vous besoin d’un kit d’alarme intérieur et/ou extérieur ? Combien de pièces de la maison inclure dans le système de surveillance ? Combien de détecteurs de mouvement ou d’ouverture placer ? 

* Le mode d’installation du système d’alarme

Kit d’alarme maison avec ou sans fil ? Plus contraignant en matière d’installation et de flexibilité, le système d’alarme avec fil est aujourd’hui concurrencé par le kit d’alarme maison sans fil. Intelligent, pilotable à distance et modulable en matière d’accessoires d’alarme sans fil (nombre de détecteurs ou capteurs par exemple), ce système rend la surveillance et la fonction alarme plus souples. 

* La coordination via la centrale d’alarme et la réaction en cas d’intrusion

Quel niveau d’intelligence pour votre kit d’alarme maison ? 
A vous de choisir votre degré de contrôle sur votre système d’alarme maison sans fil : 

* Simple sirène d’alarme sans accès à distance (alarme locale)
* Réception d’un SMS (kit d’alarme maison sans fil gsm)
* Notification sur votre smartphone (kit d’alarme maison sans fil connecté)
* Intervention d’une société de surveillance

Avec un kit d’alarme maison connecté, vous pouvez décourager l’intrusion et déclencher la sirène d’alarme à distance et en temps réel depuis votre smartphone. 

* L’emplacement des détecteurs et accessoires de sécurité du kit d’alarme maison
Sur quelle ouverture ou emplacement de la maison ? Sur une porte, une fenêtre, un portail ? "
"__HOME_ALARM_KIT _H2_2";"Lorem Ipsum";"Les accessoires sans fil à inclure dans votre kit d’alarme maison"
"__HOME_ALARM_KIT _TEXT_2";"Lorem Ipsum";"Lors de votre comparatif de kit d’alarme maison, regardez le type d’accessoires de sécurité inclus et vérifiez si vous pouvez bien ajouter des pièces sans fil au pack d’alarme au cas où vos besoins de sécurité et de surveillance évoluent. 

Les accessoires de sécurité majeurs du kit d’alarme maison : 

* La centrale d’alarme et son mode de contrôle (sans fil ou non, gsm ou non, clavier avec écran LCD ou non, tactile ou non, télécommandes, centrale dématérialisée via une application intégrée, etc.)
* La sirène d’alarme
* Le détecteur de mouvement 
* Le détecteur d’ouverture 
* La caméra de surveillance 

Détecteur, caméra, sirène : à vous de voir combien d’accessoires vous souhaitez raccorder à votre kit d’alarme maison sans fil gsm ou connectée !"
"__HOME_ALARM_PRICE_TITLE";"Lorem Ipsum";"Quel est le prix d’une alarme maison ? "
"__HOME_ALARM_PRICE_INTRO";"Lorem Ipsum";"Une excellente question à se poser ! Comme pour tout produit, le prix d’une alarme maison dépend du système de sécurité choisi, du fabricant, de la qualité offerte, des accessoires du kit de sécurité, avec ou sans fil… mais aussi de paramètres comme les frais d’installation de l’alarme ou le prix d’un potentiel forfait d’abonnement. Suivez notre guide pour comprendre les prix d’une alarme maison et préparer un achat éclairé ! "
"__HOME_ALARM_PRICE_H2_1";"Lorem Ipsum";"Quelle fourchette de prix pour un kit d’alarme maison de base, avec ou sans fil ? "
